,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
1369,multa,ebcc815_113,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1370,multa,ebcc815_116,15000,0.0,452,0.59,15000,0.0,253,0.43
1371,multa,eefa471_102,15000,0.0,7200,0.43,15000,0.0,15000,0.0
1372,multa,eefa471_117,15000,0.0,234,0.62,15000,0.0,444,0.4
1373,multa,eefa471_125,15000,0.0,1835,0.53,15000,0.0,1176,0.34
1374,multa,eefa471_132,15000,0.0,15000,0.0,15000,0.0,1168,0.34
1375,multa,eefa471_133,4128,0.34,456,0.59,15000,0.0,1218,0.34
1376,multa,eefa471_141,701,0.48,15000,0.0,15000,0.0,9473,0.2
1377,multa,eefa471_162,15000,0.0,128,0.65,15000,0.0,21,0.58
1378,multa,eefa471_169,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1379,multa,eefa471_170,15000,0.0,15000,0.0,15000,0.0,3901,0.27
1380,multa,eefa471_172,15000,0.0,4132,0.47,15000,0.0,3899,0.27
1381,multa,f13fd1f_147,15000,0.0,370,0.6,15000,0.0,1078,0.35
1382,multa,f13fd1f_155,15000,0.0,3375,0.49,15000,0.0,1257,0.34
1383,multa,f13fd1f_165,15000,0.0,359,0.6,15000,0.0,8711,0.21
1384,multa,f13fd1f_166,7737,0.29,7785,0.42,15000,0.0,15000,0.0
1385,multa,f13fd1f_168,15000,0.0,15000,0.0,15000,0.0,1106,0.35
1386,multa,f162ca0_38,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1387,multa,f162ca0_48,15000,0.0,1496,0.54,15000,0.0,4952,0.25
1388,multa,f162ca0_62,2023,0.4,1659,0.53,15000,0.0,15000,0.0
1389,multa,f162ca0_77,15000,0.0,4824,0.46,15000,0.0,2063,0.31
1390,multa,f162ca0_79,15000,0.0,540,0.59,15000,0.0,2439,0.3
1391,multa,f162ca0_80,15000,0.0,15000,0.0,15000,0.0,6284,0.23
1392,multa,f162ca0_81,15000,0.0,1218,0.55,15000,0.0,7732,0.22
1393,multa,f162ca0_89,4011,0.34,5573,0.45,15000,0.0,7818,0.22
1394,multa,f162ca0_90,15000,0.0,15000,0.0,15000,0.0,983,0.35
1395,multa,f162ca0_91,15000,0.0,291,0.61,15000,0.0,517,0.39
1396,multa,f162ca0_92,15000,0.0,4089,0.47,15000,0.0,1570,0.32
1397,multa,f162ca0_93,15000,0.0,313,0.61,15000,0.0,976,0.35
1398,multa,f162ca0_96,15000,0.0,5054,0.46,15000,0.0,7393,0.22
1399,multa,f162ca0_99,15000,0.0,3291,0.49,15000,0.0,4066,0.26
1400,multa,f162ca0_105,15000,0.0,4891,0.46,15000,0.0,2371,0.3
1401,multa,f162ca0_122,15000,0.0,15000,0.0,15000,0.0,1593,0.32
1402,multa,f35c8d1_22,15000,0.0,120,0.66,15000,0.0,28,0.56
1403,multa,f35c8d1_177,15000,0.0,37,0.72,15000,0.0,62,0.51
1404,multa,f35c8d1_188,4218,0.34,8562,0.41,15000,0.0,4342,0.26
1405,multa,f35c8d1_201,15000,0.0,647,0.58,15000,0.0,9487,0.2
1406,multa,f35c8d1_202,15000,0.0,806,0.57,15000,0.0,8408,0.21
1407,multa,f35c8d1_204,15000,0.0,15000,0.0,15000,0.0,142,0.46
1408,multa,f5d3dd3_70,15000,0.0,3174,0.49,15000,0.0,1661,0.32
1409,multa,f5d3dd3_109,15000,0.0,6321,0.44,15000,0.0,3823,0.27
1410,multa,f5d3dd3_110,3410,0.36,2230,0.52,15000,0.0,1054,0.35
1411,multa,f5d3dd3_117,15000,0.0,9706,0.39,15000,0.0,3252,0.28
1412,multa,f5d3dd3_118,15000,0.0,15000,0.0,15000,0.0,1192,0.34
1413,multa,f5d3dd3_119,15000,0.0,387,0.6,15000,0.0,2279,0.3
1414,multa,f5d3dd3_122,15000,0.0,5045,0.46,15000,0.0,3089,0.28
1415,multa,f5d3dd3_136,15000,0.0,201,0.63,15000,0.0,1604,0.32
1416,multa,f5d3dd3_142,15000,0.0,15000,0.0,15000,0.0,1594,0.32
1417,multa,f6b2045_567,15000,0.0,57,0.69,15000,0.0,53,0.53
1418,multa,f6b2045_576,15000,0.0,495,0.59,15000,0.0,443,0.4
1419,multa,f6b2045_577,15000,0.0,1019,0.56,15000,0.0,1980,0.31
1420,multa,f6b2045_580,15000,0.0,15000,0.0,15000,0.0,1039,0.35
1421,multa,f6b2045_581,15000,0.0,156,0.64,15000,0.0,2512,0.3
1422,multa,fa20955_22,15000,0.0,195,0.63,15000,0.0,156,0.45
1423,multa,fa20955_81,15000,0.0,121,0.65,15000,0.0,2347,0.3
1424,multa,fa20955_84,15000,0.0,1447,0.54,15000,0.0,2591,0.29
1425,multa,fa20955_93,15000,0.0,2180,0.52,15000,0.0,1365,0.33
1426,multa,fa20955_212,15000,0.0,15000,0.0,15000,0.0,1899,0.31
1427,multa,fa20955_221,15000,0.0,513,0.59,15000,0.0,6135,0.24
1428,multa,fa20955_222,229,0.54,6320,0.44,15000,0.0,15000,0.0
1429,multa,fa20955_225,15000,0.0,554,0.58,15000,0.0,4412,0.26
1430,multa,fa20955_227,15000,0.0,15000,0.0,15000,0.0,794,0.37
1431,multa,fa20955_228,15000,0.0,6906,0.43,15000,0.0,564,0.39
1432,multa,fae05b2_94,15000,0.0,3075,0.5,15000,0.0,1913,0.31
1433,multa,fae05b2_97,15000,0.0,7374,0.42,15000,0.0,4063,0.26
1434,multa,fae05b2_109,9777,0.27,15000,0.0,15000,0.0,1075,0.35
1435,multa,fae05b2_111,15000,0.0,244,0.62,15000,0.0,30,0.56
1436,multa,fc7393e_257,15000,0.0,3575,0.48,15000,0.0,337,0.41
1437,multa,fe2403d_75,15000,0.0,9458,0.4,15000,0.0,15000,0.0
1438,multa,fe2403d_86,15000,0.0,1049,0.56,15000,0.0,736,0.37
1439,multa,fe2403d_88,15000,0.0,397,0.6,15000,0.0,2944,0.29
1440,multa,fe2403d_89,15000,0.0,8762,0.41,15000,0.0,3344,0.28
1441,multa,fe2403d_101,15000,0.0,2902,0.5,15000,0.0,3194,0.28
1442,multa,fe2403d_112,15000,0.0,5740,0.45,15000,0.0,1930,0.31
1443,multa,fe2403d_114,15000,0.0,615,0.58,15000,0.0,827,0.36
1444,multa,ff41a50_133,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1445,multa,ff41a50_221,15000,0.0,8273,0.41,15000,0.0,365,0.41
1446,multa,ff41a50_224,15000,0.0,2290,0.52,15000,0.0,2266,0.3
1447,multa,ff41a50_225,15000,0.0,5666,0.45,15000,0.0,1235,0.34
1448,multa,ff41a50_226,15000,0.0,15000,0.0,15000,0.0,7370,0.22
1449,multa,ff41a50_247,5735,0.32,15000,0.0,15000,0.0,1005,0.35
1450,multa,ff41a50_248,15000,0.0,8508,0.41,15000,0.0,15000,0.0
1451,insumo,05149e3_84,15000,0.0,763,0.63,15000,0.0,15000,0.0
1452,insumo,05149e3_93,15000,0.0,1308,0.6,15000,0.0,15000,0.0
1453,insumo,05149e3_105,4386,0.36,15000,0.0,15000,0.0,15000,0.0
1454,insumo,05149e3_138,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1455,insumo,2418c2b_146,15000,0.0,9539,0.44,15000,0.0,15000,0.0
1456,insumo,4245aca_98,15000,0.0,289,0.69,15000,0.0,1163,0.25
1457,insumo,48bdadf_126,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1458,insumo,731dbf0_11,15000,0.0,1,1.0,15000,0.0,1,1.0
1459,insumo,731dbf0_12,15000,0.0,2,0.9,15000,0.0,3,0.61
1460,insumo,731dbf0_14,15000,0.0,7,0.8,15000,0.0,4,0.58
1461,insumo,731dbf0_30,15000,0.0,9,0.8,15000,0.0,6,0.49
1462,insumo,731dbf0_81,15000,0.0,90,0.74,15000,0.0,350,0.3
1463,insumo,731dbf0_92,15000,0.0,1051,0.61,15000,0.0,1440,0.24
1464,insumo,731dbf0_95,15000,0.0,3,0.89,15000,0.0,2,0.64
1465,insumo,731dbf0_98,15000,0.0,148,0.72,15000,0.0,1796,0.23
1466,insumo,731dbf0_102,15000,0.0,1849,0.57,15000,0.0,136,0.34
1467,insumo,731dbf0_126,15000,0.0,1777,0.57,15000,0.0,734,0.27
1468,insumo,731dbf0_127,15000,0.0,1459,0.59,15000,0.0,249,0.31
1469,insumo,731dbf0_131,15000,0.0,3397,0.53,15000,0.0,1249,0.25
1470,insumo,731dbf0_132,15000,0.0,3197,0.54,15000,0.0,2065,0.22
1471,insumo,7c8d2c5_54,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1472,insumo,881adeb_55,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1473,insumo,88ad2ff_197,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1474,insumo,88ad2ff_271,15000,0.0,218,0.7,15000,0.0,62,0.36
1475,insumo,a722ac1_199,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1476,insumo,b8922be_54,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1477,insumo,b8dd82f_18,15000,0.0,42,0.75,15000,0.0,287,0.31
1478,insumo,dd6b5ad_55,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1479,insumo,ff41a50_84,15000,0.0,1367,0.59,15000,0.0,23,0.41
1480,crédito,0f03aa3_641,5,0.52,15000,0.0,37,0.26,15000,0.0
1481,crédito,0f03aa3_552,6,0.52,15000,0.0,38,0.26,15000,0.0
1482,crédito,0f03aa3_725,425,0.36,15000,0.0,67,0.23,15000,0.0
1483,crédito,0f03aa3_1077,346,0.37,15000,0.0,15000,0.0,15000,0.0
1484,crédito,0f03aa3_803,301,0.37,15000,0.0,48,0.25,15000,0.0
1485,crédito,0f03aa3_939,426,0.36,15000,0.0,68,0.23,15000,0.0
1486,crédito,0f03aa3_1142,302,0.37,15000,0.0,57,0.24,15000,0.0
1487,crédito,1cd36a0_11,15000,0.0,1,1.0,15000,0.0,1,1.0
1488,crédito,1cd36a0_15,15000,0.0,26,0.63,15000,0.0,15,0.5
1489,crédito,21dcf30_155,15000,0.0,9915,0.33,15000,0.0,3920,0.22
1490,crédito,265c79d_67,7,0.52,15000,0.0,39,0.26,15000,0.0
1491,crédito,2947ddf_114,8,0.52,15000,0.0,40,0.26,15000,0.0
1492,crédito,2947ddf_137,9,0.52,15000,0.0,41,0.26,15000,0.0
1493,crédito,2b97317_113,15000,0.0,15000,0.0,15000,0.0,1773,0.26
1494,crédito,3294386_14,15000,0.0,3,0.87,15000,0.0,4,0.64
1495,crédito,3294386_15,2854,0.26,15000,0.0,15000,0.0,582,0.31
1496,crédito,3294386_24,15000,0.0,15,0.65,15000,0.0,44,0.45
1497,crédito,5ea6d0c_197,113,0.42,15000,0.0,65,0.23,15000,0.0
1498,crédito,5ea6d0c_148,10,0.52,15000,0.0,42,0.26,15000,0.0
1499,crédito,643a949_7,138,0.41,15000,0.0,45,0.26,3224,0.23
1500,crédito,643a949_10,296,0.38,15000,0.0,15000,0.0,278,0.34
1501,crédito,643a949_18,192,0.4,15000,0.0,5,0.33,15000,0.0
1502,crédito,643a949_26,1575,0.29,15000,0.0,15000,0.0,1030,0.29
1503,crédito,643a949_28,29,0.47,15000,0.0,61,0.24,15000,0.0
1504,crédito,70be962_15,77,0.43,4979,0.4,75,0.21,51,0.44
1505,crédito,70be962_31,57,0.44,15000,0.0,47,0.25,15000,0.0
1506,crédito,70be962_64,140,0.41,4511,0.41,15000,0.0,2780,0.24
1507,crédito,70be962_87,2763,0.26,15000,0.0,15000,0.0,15000,0.0
1508,crédito,70be962_92,939,0.32,45,0.6,15000,0.0,10,0.53
1509,crédito,70be962_93,499,0.35,15000,0.0,15000,0.0,15000,0.0
1510,crédito,70be962_94,12,0.52,15000,0.0,16,0.3,15000,0.0
1511,crédito,70be962_96,544,0.34,1413,0.47,15000,0.0,30,0.48
1512,crédito,70be962_97,44,0.45,15000,0.0,13,0.3,15000,0.0
1513,crédito,70be962_98,1,0.67,15000,0.0,1,0.57,15000,0.0
1514,crédito,753300f_275,1649,0.29,3593,0.42,15000,0.0,4782,0.21
1515,crédito,a9bb3c2_28,3,0.63,15000,0.0,6,0.33,15000,0.0
1516,crédito,d44820b_21,4097,0.23,442,0.53,15000,0.0,151,0.37
1517,crédito,d44820b_25,15000,0.0,15000,0.0,64,0.23,15000,0.0
1518,crédito,d44820b_29,15000,0.0,2577,0.44,15000,0.0,461,0.32
1519,crédito,d44820b_30,1040,0.31,5148,0.4,15000,0.0,3822,0.22
1520,crédito,d44820b_31,5085,0.22,2498,0.44,15000,0.0,211,0.35
1521,crédito,d44820b_32,2035,0.28,4113,0.41,55,0.24,252,0.34
1522,crédito,d44820b_33,5357,0.22,1690,0.47,15000,0.0,791,0.3
1523,crédito,d44820b_38,558,0.34,15000,0.0,21,0.29,15000,0.0
1524,crédito,d44820b_40,36,0.46,15000,0.0,14,0.3,15000,0.0
1525,crédito,d44820b_53,5322,0.22,2537,0.44,71,0.21,2897,0.24
1526,crédito,d44820b_58,13,0.52,15000,0.0,51,0.24,2286,0.25
1527,crédito,d44820b_59,4079,0.23,3474,0.43,15000,0.0,3876,0.22
1528,crédito,d44820b_62,3153,0.25,5941,0.39,15000,0.0,15000,0.0
1529,crédito,d44820b_66,450,0.36,15000,0.0,72,0.21,2322,0.25
1530,crédito,d44820b_67,15000,0.0,2330,0.45,15000,0.0,821,0.3
1531,crédito,d44820b_69,2660,0.26,7995,0.36,78,0.21,2654,0.24
1532,crédito,d44820b_70,826,0.32,15000,0.0,63,0.23,15000,0.0
1533,crédito,d44820b_71,56,0.44,15000,0.0,44,0.26,580,0.31
1534,crédito,e18d168_245,996,0.31,15000,0.0,15000,0.0,15000,0.0
1535,crédito,e18d168_246,66,0.44,15000,0.0,54,0.24,15000,0.0
1536,crédito,e2bb383_181,152,0.4,15000,0.0,15000,0.0,4582,0.21
1537,crédito,e3b7f39_195,15000,0.0,3699,0.42,15000,0.0,3907,0.22
1538,crédito,e3b7f39_233,322,0.37,15000,0.0,25,0.28,15000,0.0
1539,crédito,f082837_3,15000,0.0,2353,0.45,15000,0.0,306,0.34
1540,crédito,f082837_6,15000,0.0,4,0.72,15000,0.0,3,0.64
1541,crédito,f082837_10,15000,0.0,2,0.87,15000,0.0,2,0.66
1542,crédito,f082837_11,5338,0.22,1104,0.48,15000,0.0,195,0.35
1543,crédito,f082837_18,2721,0.26,766,0.5,15000,0.0,83,0.4
